"","headline","article_nmbr","text","linenumber"
"632","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"""The Chinese complain and complain that the U.S. market is closed, but they're making deals,"" Scissors said. Based on the pattern of past Chinese investments around the globe, ""I think we'll have another big year of buying next year"" in the U.S.",632
"633","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"China has been taking advantage of the global slowdown over the last four years to snap up bargain-priced assets abroad. Chinese firms also are looking to penetrate international markets and to buy technology, know-how and products not available at home.",633
"634","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"In California, for example, a group of Chinese investors bought Silenus Vintners, a Napa winery, in 2010 with the aim of exporting wine to China, where demand is exploding. A year later, Chinese Internet giant Tencent Holdings Ltd. paid $250 million to acquire Riot Games Inc., a Santa Monica online video game company.",634
"635","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Thilo Hanemann, research director at Rhodium Group, saw little downside to the trend.",635
"636","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"""Given the size of China and given the funds that are waiting in the Chinese economy to be invested overseas, it's a once-in-a-lifetime opportunity for the U.S. economy to capture it,"" he said.",636
"637","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Many U.S. state governors share that assessment and have traveled to China to attract investment and expand markets for their state's goods. But there's been less enthusiasm in Congress. Many members have been critical of China's currency and economic policies as the U.S. continues to run a huge trade deficit with China.",637
"638","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"And politics has loomed large in the trade relations between the two largest economies.",638
"639","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Recently some Republican lawmakers decried the bankruptcy and asset sale of A123, as the battery maker received about $130 million of a $249-million federal grant that it won under President Obama's 2009 economic stimulus package.",639
"640","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"These lawmakers called for scrutiny of the deal by Treasury officials to make sure no classified government-funded U.S. technology ends up in Chinese hands.",640
"641","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"For AIG, a company that has historical ties in China, the sale of ILFC would end 22 years of ownership of that business. AIG bought ILFC, co-founded by Los Angeles billionaire Steven Udvar-Hazy, in 1990 for $1.3 billion in a stock swap.",641
"642","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Udvar-Hazy abruptly resigned as the firm's chief executive in February 2010 to start the rival Air Lease Corp., also based in Century City, because the U.S. bailout of AIG had put restriction on executive compensation.",642
"643","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"In the bailout, the government acquired a 92% stake in AIG and has been selling its stake as AIG's financial position has improved. It said Monday that it would sell its remaining shares. The government, which pledged $182 billion to AIG's recovery, already has made a $15-billion profit on the bailout.",643
"644","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"--",644
"645","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"don.lee@latimes.com",645
"646","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"william.hennigan@latimes.com",646
"647","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Lee reported from Washington; Hennigan from Los Angeles.",647
"648","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Times staff writer Jim Puzzanghera in Washington contributed to this report.",648
"649","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Illustration Caption: GRAPHIC: Far East capital; CREDIT: Los Angeles Times",649
"650","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",650
"651","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Pages: A.1",651
"652","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Publication date: Dec 11, 2012",652
"653","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Publication subject: General Interest Periodicals--United States",653
"654","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"ISSN: 04583035",654
"655","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Language of publication: English",655
"656","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"ProQuest document ID: 1228739028",656
"657","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Document URL: https://search.proquest.com/docview/1228739028?accountid=41449",657
"658","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Copyright: (Copyright (c) 2012 Los Angeles Times)",658
"659","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Last updated: 2017-11-19",659
"660","Title: China invests record amount in U.S.; The deal for AIG's aircraft leasing unit is part of a buying spree that's expected to continue next year.",15,"Database: ProQuest Central",660
"661","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"STARTOFARTICLE",661
"662","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",662
"663","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]08 Apr 2013: A.1.",663
"664","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"https://search.proquest.com/docview/1324369458?accountid=41449",664
"665","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Abstract: An October report from the House Intelligence Committee said U.S. companies should not do business with Chinese telecom firms, suggesting such deals could put U.S. customer data in the hands of Chinese officials. According to figures from China's Ministry of Commerce, that country's investment abroad reached $77.6 billion last year -- a sixfold increase since 2005.",665
"666","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Full text:   Gov. Jerry Brown is stepping back onto the world stage.",666
"667","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"After two years largely spent cloistered in California tending to the fiscal crisis, he starts a weeklong visit to China on Tuesday in a bid to reclaim the state's reputation as a global economic powerhouse and innovator.",667
"668","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"The visit will lack the glitz of Brown's travels as governor decades ago, with rock star companions and international paparazzi replaced by dozens of state bureaucrats and business officials.",668
"669","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"While abroad, Brown plans to sign pacts forging government research partnerships and limiting Chinese greenhouse gas emissions. He'll announce deals involving California clean-technology companies -- electric vehicle makers, a firm that converts trash to electricity -- and reinforce his mantra that good environmental policy is good economics.",669
"670","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"But mostly, Brown hopes the trip will translate into Chinese money for California.",670
"671","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"""We're going to facilitate billions of dollars of investments,"" the governor predicted during a speech in Sacramento last week. ""Not overnight, but over time.""",671
"672","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Some experts said Brown's foray could help make Chinese companies feel welcome in the U.S. at a time when the federal government is sending mixed signals.",672
"673","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Last year, the Obama administration blocked an attempt by a Chinese company to acquire four Oregon wind farms, citing national security concerns. An October report from the House Intelligence Committee said U.S. companies should not do business with Chinese telecom firms, suggesting such deals could put U.S. customer data in the hands of Chinese officials.",673
"674","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"The governor ""really needs to lay out the welcome mat and tell them California welcomes Chinese involvement and Chinese investment,"" said Orville Schell, director of the Asia Society in New York and author of a 1978 biography of Brown. ""It's a very important symbol that the governor himself is delivering this message. It's a genuflection.""",674
"675","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"At the same time, the ""green"" pacts Brown signs with the Chinese -- albeit nonbinding -- will allow him to claim progress with one of the world's largest polluters where other governments have hit roadblocks, burnishing his reputation as an environmental leader.",675
"676","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"His primary focus, however, will be dollars and cents. According to figures from China's Ministry of Commerce, that country's investment abroad reached $77.6 billion last year -- a sixfold increase since 2005. By the end of the decade, some predict, the figure will triple.",676
"677","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"California has lagged in attracting that money. A study by the Asia Society estimates that $1.3 billion in Chinese money was invested in the state in 2011. Brown is eager for much more.",677
"678","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"He wants the Chinese to help fund California's $68-billion bullet-train project, for example. He broached the subject with President Xi Jinping, who was vice president when the two met in Los Angeles last year.",678
"679","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"But competition for China's money is intense, with governments and corporate leaders jockeying for favor. Several years of recession have limited the availability of funding they have typically relied upon from banks and venture capital firms elsewhere.",679
"680","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Schell said he had told the governor ""he's got to get his hand in that honey pot.""",680
"681","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Such an effort will require Brown to suppress his distaste for protocol and other formality as he meets with China's new commerce minister in Beijing, attends a banquet lunch in Shanghai and addresses 300 California and Chinese business leaders at the home of U.S. Ambassador Gary Locke.",681
"682","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"He will also have to deal with some tricky politics. As he opens a new state trade office in Shanghai on Friday, Brown will reignite a decade-old controversy about the role Sacramento should play, and the money it should spend, promoting California overseas.",682
"683","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Ten years ago, state lawmakers closed a dozen state offices from Armenia to South Africa amid questions about their usefulness and revelations that many international deals the state took credit for never came to fruition.",683
"684","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Those involved say the China trade office will operate differently. It will be financed by private companies, not taxpayer dollars. And its mission will be to attract foreign investment rather than simply market California products.",684
"685","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"""There is a heightened focus on inbound investment to California,"" said Jim Wunderman, president and chief executive of the Bay Area Council, which is sponsoring the governor's trip and is hoping to raise $1 million to keep the trade office open. ""There's a desire in China to invest in foreign soil, and that represents a huge opportunity for California.""",685
"686","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Some are skeptical: In the past, trade offices have been used as mini-embassies, where governors rewarded political allies and large donors with prestigious appointments.",686
"687","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Donations for the new China office are made to a nonprofit established by the Bay Area Council that is not subject to public disclosure laws. Wunderman said he planned to make a list of those companies public, but he did not provide names of those who had donated so far.",687
"688","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Jock O'Connell, an advisor with Beacon Economics and critic of foreign trade outposts, said wealthy donors don't really need help from a trade office; they can open their own doors to business in China. It's smaller fish who typically benefit from such an operation.",688
"689","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"""The companies that are well-funded enough to finance this office are not the same companies who would need the services of the office,"" O'Connell said. ""I'm not sure what these donations are for, other than currying favor with the governor.""",689
"690","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"About 90 delegates traveling with Brown each paid $10,000 to go along. The tab covered their costs and those for Brown, his wife and eight other state officials.",690
"691","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"The group includes executives from Disney and Sea World who will join the governor in soliciting Chinese tourism for California. Also on the tour are lobbyists and industry officials who are among the governor's biggest political contributors.",691
"692","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"State officials accompanying Brown include Matt Rodriquez, head of the state Environmental Protection Agency, California Energy Commission chairman Robert Weisenmiller and Dan Richard, head of the state's high-speed rail board.",692
"693","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"--",693
"694","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"anthony.york@latimes.com",694
"695","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Illustration Caption: PHOTO: GOV. JERRY BROWN, left, greets then-Chinese Vice President Xi Jinping -- now the nation's president -- at a trade and economic forum in L.A. in 2012.; PHOTOGRAPHER:Robert Gauthier Los Angeles Times",695
"696","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"People: Brown, Edmund G Jr (Jerry)",696
"697","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",697
"698","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Pages: A.1",698
"699","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Publication date: Apr 8, 2013",699
"700","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Publication subject: General Interest Periodicals--United States",700
"701","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"ISSN: 04583035",701
"702","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Language of publication: English",702
"703","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"ProQuest document ID: 1324369458",703
"704","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Document URL: https://search.proquest.com/docview/1324369458?accountid=41449",704
"705","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Copyright: (Copyright (c) 2013 Los Angeles Times)",705
"706","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Last updated: 2017-11-20",706
"707","Title: Brown ready to state case in China; After two years spent dealing with a fiscal crisis, he hopes trip will lure investment to California.",16,"Database: ProQuest Central",707
"708","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"STARTOFARTICLE",708
"709","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",709
"710","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]23 Nov 2013: B.3.",710
"711","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"https://search.proquest.com/docview/1460816303?accountid=41449",711
"712","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Abstract: While Torrance may not have the cachet of Beverly Hills or San Francisco, the Marriott hotel there is about two miles from Pacific beaches and was the subject of robust interest among domestic and international investors, the broker said.",712
"713","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Full text:   The Torrance Marriott South Bay, a 17-story hotel next to Del Amo Fashion Center, has been sold to a Chinese real estate developer for $74 million.",713
"714","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Sichuan Xinglida Group Enterprises Co., which has built numerous mixed-use projects in mainland China, bought the hotel through its U.S. subsidiary XLD Group, real estate broker John Strauss said.",714
"715","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"The new owner will keep Marriott as the operator of the 487-room hotel but plans to renovate the property and reposition it as a more upscale inn, said Strauss of Jones Lang LaSalle. He represented seller DiamondRock Hospitality Co.",715
"716","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Although Asian investors have often sought out big-city trophy properties in the past, the purchase of a comparatively low-profile South Bay hotel fits in with the current strategy of many buyers from China, Strauss said.",716
"717","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"""There is a new wave of first-time Chinese capital looking for real estate opportunities in the U.S.,"" Strauss said. ""They have moved away from strictly gateway city centers.""",717
"718","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"While Torrance may not have the cachet of Beverly Hills or San Francisco, the Marriott hotel there is about two miles from Pacific beaches and was the subject of robust interest among domestic and international investors, the broker said.",718
"719","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"""Torrance is a vibrant L.A. submarket, the North American headquarters for Toyota and Honda,"" Strauss said. ""The multicultural business climate in this part of L.A. is extremely vital.""",719
"720","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"The Torrance Marriott South Bay was built in 1985 and renovated in 2007. The hotel sits on 8.4 acres adjacent to Del Amo Fashion Center, one of the largest malls in the country. The mall's manager and co-owner, Simon Property Group, is renovating it and plans to open a Nordstrom department store across the street from the hotel in 2015.",720
"721","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"--",721
"722","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"roger.vincent@latimes.com",722
"723","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Twitter: @rogervincent",723
"724","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",724
"725","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Pages: B.3",725
"726","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Publication date: Nov 23, 2013",726
"727","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Publication subject: General Interest Periodicals--United States",727
"728","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"ISSN: 04583035",728
"729","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Language of publication: English",729
"730","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"ProQuest document ID: 1460816303",730
"731","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Document URL: https://search.proquest.com/docview/1460816303?accountid=41449",731
"732","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Copyright: (Copyright (c) 2013 Los Angeles Times)",732
"733","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Last updated: 2017-11-21",733
"734","Title: Chinese firm buys Torrance Marriott; It pays $74 million for the hotel next to the Del Amo Fashion Center mall.",17,"Database: ProQuest Central",734
"735","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"STARTOFARTICLE",735
"736","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",736
"737","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Publication info: Los Angeles Times ; Los Angeles, Calif. [Los Angeles, Calif]28 Dec 2013: B.1.",737
"738","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"https://search.proquest.com/docview/1471011768?accountid=41449",738
"739","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Abstract: Los Angeles commercial real estate broker Laurie Lustig-Bower of CBRE Group Inc., who focuses on selling property for apartment and condominium communities as well as already constructed apartment buildings in the Southern California area, said she's seen growing interest from Chinese investors looking to buy development sites in the Southland.",739
"740","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Full text:   Chinese property developer Oceanwide Real Estate Group said Friday that it would make its first foray into the U.S. It will spend up to $200 million to buy a sprawling parking lot in downtown Los Angeles across from Staples Center and the L.A. Live entertainment complex and develop a five-star hotel, apartments and retail space.",740
"741","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"The 4.6-acre site at the southeast corner of 11th and Figueroa streets has already been approved by the city for a high-end, mixed-use complex called Fig Central.",741
"742","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"The project is ""a very important step for our company to 'go abroad' and push forward the internationalization of our company,"" Oceanwide said in a notice to the Shenzhen stock exchange, where the company is listed.",742
"743","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Experts said the purchase reflects the growing interest of Chinese investors in Southern California real estate and in property throughout the U.S.",743
"744","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Oceanwide purchased the downtown L.A. property from the New York-based Moinian Group, which bought the property from Staples Center owner Anschutz Entertainment Group about seven years ago when L.A. Live was under construction. Moinian paid $80 million for the lot. Company officials could not be reached for comment.",744
"745","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Before deciding to sell the property, Moinian got city approval to build two residential towers including condominium lofts, penthouses and live-work units. A grocery store, health club, retail space and restaurants were slated to take up about 250,000 square feet at street level. But nothing was built.",745
"746","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"A spokesman for Oceanwide in Beijing, Wang Guolin, said in a phone interview that the project would be the company's first U.S. project. He also said Oceanwide had recently established an American subsidiary, Tohigh Construction, as part of its plans for the downtown L.A. development.",746
"747","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Details on the purchase are still being finalized, he said, and he could not comment on when construction might start. Promotional materials for the property advertised it as being in near ""shovel-ready"" condition, with groundbreaking possible in four to six months after a sale and approvals in place for at least 1,200 residential units, 500 to 700 hotel rooms and nearly 2,000 parking spaces.",747
"748","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"In June, broker David Hasbrouck of Cushman & Wakefield, who is representing Moinian in the sale, told The Times that the parcel had attracted interest from Asian, Middle Eastern and U.S. developers. He could not be reached for comment.",748
"749","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"But others noted the recent Chinese developer interest in Southern California.",749
"750","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Los Angeles commercial real estate broker Laurie Lustig-Bower of CBRE Group Inc., who focuses on selling property for apartment and condominium communities as well as already constructed apartment buildings in the Southern California area, said she's seen growing interest from Chinese investors looking to buy development sites in the Southland.",750
"751","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"""I've definitely seen a trend over the past years of a lot more activity from China into the Los Angeles area than before,"" she said.",751
"752","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Lustig-Bower said she's been part of the effort to sell a 6.3-acre parcel of land in downtown Los Angeles near L.A. Live and Staples Center known as the Metropolis, and added that her firm has seen offers from around the world, including multiple bids out of China.",752
"753","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"The interest comes for both development sites and already constructed buildings, she said.",753
"754","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"In January, Lustig-Bower said, she'll be hosting investors from Hong Kong who are looking to make investments for already constructed sites in the $25-million to $50-million range. And she is in the process of working out a purchase agreement with a Chinese investor for a ""high-profile"" development site in West L.A.",754
"755","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Some Chinese developers are looking to branch out to other types of investments, Lustig-Bower said. Within the last three weeks she was contacted by one investor seeking to buy land where a residential community of 200 homes could be built.",755
"756","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"A website for the Fig Central project, figcentral.la, includes plans for two towers. The north tower plan has 51 stories, rises 575 feet and includes hotel and residential space. The hotel would have 500 rooms. The second tower is designed to have 37 stories devoted to residential space.",756
"757","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Oceanwide has built major residential and commercial developments in cities including Beijing, Shanghai and Wuhan. The founder and chairman of Oceanwide, Lu Zhiqiang, 62, was ranked No. 32 on Forbes' 2013 China Rich List, with an estimated fortune of $3.2 billion. In addition to real estate, he has interests in China Minsheng Bank and computer maker Lenovo.",757
"758","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"--",758
"759","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"julie.makinen@latimes.com",759
"760","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Twitter: juliemakLAT",760
"761","Title: Chinese developer buys in L.A.; Oceanwide plans to build apartments and a hotel across from Staples Center.",18,"Tommy Yang in The Times' Beijing bureau and staff writers Roger Vincent and James Barragan in Los Angeles contributed to this report.",761
